content,sentiment_value
"Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.",0.25
"Absolutely fuming that some woman jumped into my prebooked taxi and drove off \xf0\x9f\x98\xa1",0.75
"Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! ",0.729
"I only have to wave a fiery cross and we will f**kin' do this!",0.667
"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",0.729
"I think Paul is what's bitter, not the pastry",0.492
"I hate not having the answers I need. #tomourssuck #prayinsnotcancer ",0.583
"@mdivincenzo9 he's stupid, I hate him lol ",0.521
"@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?",0.646
"My anger is boiling over.",0.75
"you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended",0.479
"@JaredWyand Maybe if it was transgender the media would cover it ",0.479
"@jamiesonhelen @MarianKeyes all three of my agin's on the pout .",0.296
"@everycolorbot more like every color looks the same #triggered #colorblind ",0.396
"@Christelle_C Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)",0.646
"Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge @Drake",0.417
"I'm much to full of resentment",0.688
"Listening to Joey really helps me and my anger.",0.5
"Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do",0.5
"ethan was with someone in the car when he did his revenge on grayson",0.292
"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your\xf0\x9f\x91\x82\xf0\x9f\x91\x82 burning cuz I was talking about you?\xf0\x9f\x98\x81 Are you going tomorrow?",0.417
"Stop tracking back you fucking potato faced cunt errrr infuriating \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0  #Rooney #mufc",0.917
"@UnknownAndYoung \xe2\x80\x94 a low growl escaping him. Oh oh.",0.396
"@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard",0.667
"@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage",0.438
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",0.229
"@AudreyKare i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao",0.479
"@MartinClouseau - as CEO of a charity you could reasonably expect @eduardo_LACS not to attempt to crudely inflame tensions.",0.479
"sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;",0.562
"After becoming boiling hot, after slowly melting, my heart is frozen.",0.438
"I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered",0.771
"@__lucymellor No idea, just exhausted and I was tidying my room and just burst out crying ... fs",0.375
"You will never find someone who loved you like I did. And that my love, will be my revenge.",0.583
"@warFarePower dip it in boiling water",0.396
"Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown",0.371
"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.",0.542
"@AdamSinger bubble implies it will burst?",0.438
"Paul forever. Paul should have won! Paul played such a better game! #BB18 ",0.438
"You forever straight so fix that frown u good\xf0\x9f\x98\x87 @amayyaaag__",0.458
"Recommended reading: Prisoners of Hate by Aaron Beck ",0.292
"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",0.292
"Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!",0.396
"@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec",0.521
"@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile",0.229
"@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry",0.688
"@cxmbeferre so you WOULDNT date me????? #offended",0.494
"Don't be offended,\\nI'm just doing something that,\\nGives your life more hurts.\\n\\n #haikuchallenge  #poetry",0.5
"Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married\xf0\x9f\x98\xad #nochance #KindaDontMind\xf0\x9f\x98\x89",0.479
"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",0.396
"Will I offend you\\nif I am truthful but kind\\nor will you see why?\\n@baffled #haikuchallenge #offend",0.5
"Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming",0.667
"so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.",0.722
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ",0.733
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder",0.812
"I'd rather dump gasoline all over myself and run into a burning building than use Excel.",0.75
"Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values",0.458
"Nurse practitioner: 'you look pretty bad. No offense of course.'  \\n\\nThank you, that really added that spark of positivity I needed today.",0.444
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",0.938
"@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits",0.646
"@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.",0.5
"@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ",0.333
"wanna go home and focus up on this game . Don't wanna rage at all",0.375
"@JamieRJN She's all over the political map in her relentless pursuit of power.",0.333
"Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness",0.354
"troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.",0.354
"Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!",0.854
"I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer",0.542
"S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait\xf0\x9f\x99\x83",0.542
"ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....",0.458
"Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge",0.542
"When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.",0.333
"They gonna give this KKk police bitch the minimum sentence..just wattch ",0.708
"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",0.542
"@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.",0.438
"@fluffysoftlouis no no. I insist that you give me your best insult first",0.562
"Might just leave and aggravate bae",0.417
"@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage",0.604
"resentment is rlly my shit.",0.562
"Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another \xf0\x9f\x98\x82\xf0\x9f\x99\x83 #snap survival",0.458
"The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me",0.75
"Fear the fearsome fury of the forest fawn!",0.375
"Every dancers dream song #snap #worldpower",0.188
"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",0.562
"fuming",0.708
"@aroseblush Hello !\\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",0.542
"Look what we have available in store now!!!\\n\\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!",0.208
"tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff \xf0\x9f\x98\x82\xf0\x9f\x92\x9c",0.208
"Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope",0.646
"@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ",0.583
"@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious",0.646
"@RelUnrelated While I do not see Sailer Mars being a raging liberal, I doubt that she would say such a thing.",0.396
"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",0.542
"@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!",0.708
"@politico @realDonaldTrump another angry white man!",0.708
"Mm, okay. Ham for you and turkey for me.' Gives his hair a ruffle before heading back in the kitchen to set out the &gt;&gt;\\n@DarkSithKenobi",0.25
"@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO ",0.438
"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm #snap #bored",0.167
"@iAmSJ I'm so mad for our clients I'm furious lmao",0.625
"Chris ate all my mac n cheese so imma eat all his taffy ",0.438
"He who is affected by an insult is infected by it.",0.417
"@savageimiike one of my favorite songs brother, real talk. ",0.157
"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?",0.479
"I can't even right now #bb18 ",0.354
"Skipping meals is the national way of showing #disappointment and #anger. #wiz",0.458
"@JBCrewdotcom how his own fans insult him",0.417
"Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat.",0.375
"@LiamCannon1 He's just too raging to type properly... Ha ha!",0.375
"#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.",0.543
"Sting is just too damn earnest for early morning listening. #sting",0.446
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep ",0.646
"GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge",0.354
"I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\\n\\nThey're poor refugees!\\n\\n#InYourNeighborhoodNotDC",0.646
"What a fucking muppet.  @jRwild1 #fuming #stalker.",0.792
"@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (\xd5\x9f\xe0\xba\xb4\xcd\xab\xe0\xaa\x98 \xd5\x9f\xe0\xba\xb4\xcd\xab)",0.396
"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",0.672
"I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered",0.833
"i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me",0.542
"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. ",0.271
"@zavierdaniels had to snap going crazy \xf0\x9f\x98\xad\xf0\x9f\x98\xad",0.458
"I am using twitter as a coping mechanism for raging out at this kid oops?",0.5
"@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein",0.417
"I am their fury. I am their patience. I am a conversation.",0.312
"Panpiper playing Big River outside The Bridges in SR1 ",0.271
"My cat is bloody lucky the RSPCA weren't open at 3am last night!!! #fuming \xf0\x9f\x98\xa1\xf0\x9f\x90\xb1",0.75
"@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! ",0.375
"Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck",0.698
"Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?",0.5
"@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?",0.333
"@Pharah_Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --",0.5
"Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.",0.625
"People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop",0.78
"Since the 'update' my @iPhone loses power nearly 40% faster.  #furious",0.792
"Michelle is one of the worst players in bb history #bb18 #bbfinale ",0.542
"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7",0.396
"@Aurena1701 @AngryOrchard he didn't sting me luckily. He just flew off happy and drunk. Lolololol",0.146
"@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.",0.271
"@Klipto the orange one is #poisonous and #bitter. You shouldn't judge the #blue one by how it looks but by how it tastes, #delicious.",0.312
"Ive always wondered how long Angelina put up with Brad's crap. Not gon lie \xf0\x9f\x98\x90 ",0.521
"Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.",0.292
"@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel ",0.934
"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",0.417
"There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?",0.604
"@SportingTommo @ASFCofficial no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.",0.458
"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of #anger.",0.729
"@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time",0.146
"@SpookyHelder ...specifically are the cause of it all, and they resent being considered the enemy.",0.417
"How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##",0.729
"why are people so angry toward veggie burgers at in n out wtf",0.458
"@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.",0.271
"@shae_caitlin ur road rage gives me anxiety.",0.438
"when you find out the initiative isn't even a thing \xf0\x9f\x98\xa7 #revenge",0.542
"Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck",0.625
"I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.",0.75
"Living life so relentless",0.417
"Everton not playing and fume on here have day off",0.646
"meeting tiff at the mall soon, congrats on getting that L babes\xe2\x9d\xa3",0.208
"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",0.5
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. ",0.167
"Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry",0.466
"I need to stop second guess myself and just go with the first thought and go with it. #relentless",0.425
"You sting like a bee but you're still my honey.",0.229
"Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.",0.708
"@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?",0.604
"@Iucifaer you can go on what you usually do its just their own personal reason and not mean to offend anyone :(",0.625
"im 16 if you want to see my dick snap/kik me at hiya2247 \xf0\x9f\x98\x98 #kik #kikme #snapchat  #snapme #horny #porn #naked #young",0.479
"Colors of the leaves are- changing.  Heatwaves in LA still- raging.  Lattes made in batches. Visit pumpkin patches. #FallSongs",0.271
"@TrevorHMoore @paget_old In Scotland, the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour.",0.604
"i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN",0.667
"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter",0.417
"Me: *sees incense burner* is this for drugs?",0.354
"If I do my homework now I can watch revenge and possibly go out tonight'\\n*plays on phone for 2 hours to avoid doing homework",0.438
"Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' \xf0\x9f\x98\x82 ",0.312
"I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.",0.479
"It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami",0.312
"whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me",0.415
"im 16 if you want to see my dick snap/kik me at hiya2247 \xf0\x9f\x98\x98 #kik #kikme #snapchat #snap #snapme #horny #porn #naked #young",0.375
"@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment",0.792
"I can't even right now #bb18 #rage",0.646
"I just love it when people make plans for me without actually including me in this process ",0.479
"Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst",0.354
"@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid  #hypocrisy",0.526
"@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted ",0.625
"Love how Megan is raging about this Kendall Jenner photo and I'm sat here like \xf0\x9f\xa4\x94\xf0\x9f\x99\x83",0.396
"the Bushes were good with the forces of resentment when it made them money and gave them power. Now that it doesn't they've changed tunes.",0.438
"Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO",0.373
"@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!",0.479
"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck \xf0\x9f\x98\x82",0.479
"@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer \xf0\x9f\x98\xa1 ",0.646
"Drop Snapchat names #bored #snap #swap #pics",0.5
"@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ",0.625
"can't believe Achilles killed me! #angry",0.75
"I'm just doing what u should b doing just minding my business and grinding relentless @LITO615",0.312
"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",0.458
"straight people are canoodling on the quad and I'm ",0.417
"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace \xe2\x9c\x8c\xef\xb8\x8f\xef\xb8\x8f",0.354
"@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!",0.542
"@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime",0.468
"@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.",0.521
"@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! \xf0\x9f\x94\xa5",0.292
"Why are people that don't have iPhones so bitter about iPhones???? Can someone explain",0.625
"@Dominos_UK worst thing is i have confimation from them ",0.5
"Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.",0.562
"@TobyIrish1 Yes but you were specifically fuming about him not signing enough people",0.479
"doing some testing with my current earth burst team",0.375
"@IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.",0.562
"@kerrybowen_ you have anger issues!",0.5
"Follow me on Snapchat \xf0\x9f\x91\xbb Carlabtst15 #snapchat #snap",0.167
"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter",0.521
"@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.",0.333
"Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??",0.5
"@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...",0.646
"@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter",0.583
"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes \xf0\x9f\x99\x84",0.479
"Ughhh love a clean house and my incense lit aromatherapy",0.26
"@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame",0.646
"\xf0\x9f\x94\xa5Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.\xf0\x9f\x94\xa5 #anger \\n\\n~Mark Twain",0.5
"and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers",0.688
"Absolutely fuming I've just scratched all my car \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1",0.75
"@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. #fuming",0.682
"@ArizonaCoyotes not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.",0.854
"Using multiple combs simultaneously is what I like to call impressive work!!    ;-O  #ohsnap #daaamn",0.296
"@winksahoy we about to get shit on by the wrath of winter out of nowhere",0.625
"Need a new outlet for ",0.292
"RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't like it?",0.583
"I need to stop second guess myself and just go with the first thought and go with it. ",0.208
"guys irritate me",0.542
"@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits",0.625
"@o2academybham since when the fuck can you not stand at a concert? ",0.75
"@jamielamieee @gerbicapiral_ @Dory then I look at you and we burst out laughing",0.229
"Congrats to #Nicole #bb18 ... Fix that nose now \xf0\x9f\x98\x92\xf0\x9f\x92\x81\xf0\x9f\x8f\xbb  #petty",0.417
"We floated like butterflies. Now you sting like bees!'",0.271
"Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18",0.729
"when you find out the initiative isn't even a thing \xf0\x9f\x98\xa7 ",0.312
"How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat ",0.646
"If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball  #lineman",0.417
"@RegalisAzura \\ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only",0.438
"@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town",0.688
"Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations",0.396
"oh these old things on my face? nah they're not tears from school related anger and frustration nope never",0.479
"Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram",0.729
"@andrew_jrt I don't really understand the burst and semi auto version bc the damage doesn't change so those are essentially useless",0.521
"#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax",0.312
"Candice's standing pout face aggravates me every week",0.521
"jelly baby is my favourite insult",0.396
"I be trying to not stay playing madden and 2k 17 but its just so addictive \xf0\x9f\x98\xad\xf0\x9f\x98\xad",0.25
"@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying",0.553
"@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!",0.75
"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18",0.5
"@skinkev let's rage",0.417
"@GroovyBruce @larsrjs44 @AshvsEvilDead the 'groovier' part is an affront to common decency. No way @VancityReynolds agrees.",0.375
"Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off #fuming #NoWorkForMe",0.771
"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 ",0.37
"why are people so offended by kendall he ends photo shoot like seriously shut the fuck up",0.833
"\xe2\x80\xa2My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--",0.625
"@xandraaa5 @amayaallyn6 shut up hashtags are cool ",0.438
"@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry",0.708
"@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed",0.667
"@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone",0.438
"HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry  #bbmichelle",0.188
"I got fever highs\\nI got boiling blood",0.646
"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.",0.396
"I just got murdered in madden. \xf0\x9f\xa4\x95",0.417
"I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.",0.417
"@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin ",0.438
"All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting",0.667
"Should I give the windy tiger those ankle and wrist tapes? I didn't include any character-specific details in the burning fox, so...",0.419
"Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt ",0.354
"@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.",0.792
"@rumanaa_r @DaiIyRoasts what did I do to offend you? \xf0\x9f\x99\x84\xf0\x9f\x98\xad\xf0\x9f\x98\x82",0.396
"When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms",0.812
"Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice",0.583
"@Andy1129298 @hopheaddarrell fingers of fury!",0.583
"Beyonc\xc3\xa9 resentment gets me in my feelings every time. \xf0\x9f\x98\xa9",0.333
"i'll get my revenge soon",0.604
"@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84",0.646
"We worship at Your feet\\nWhere wrath and mercy meet\\nAnd a guilty world is washed\\nBy love's pure stream\\n\xe2\x80\x94Graham Kendrick",0.375
"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg",0.341
"@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you \xf0\x9f\x98\x95",0.75
"Blood is boiling",0.729
"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo",0.333
"Went n a bodega 4 incense lookd @ the sis behind the counter &amp; it was like a mirror she said where u from I said here she said no originally",0.185
"@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. ",0.729
"Hate when guys cant control their anger \xf0\x9f\x99\x83\xf0\x9f\x99\x83",0.646
"Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy",0.125
"Oh my. Watching #rage. It's been like, ages",0.25
"the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap \xf0\x9f\xa4\x97",0.646
"#ParentsofAddicts: let #wellness be your #revenge! -Al Anon speaker",0.458
"I base when it's going to rain here off of brills snap stories.",0.25
"@interception225 you're looking for an argument that i'm not engaging in. He's not even speaking his own words, i'm not raging at him.",0.458
"BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!",0.562
"I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.",0.458
"@deshbhakthoon always unhappy and easily offended.",0.531
"Oh man it's been so long since I've played #madden I am trash anymore.",0.354
"Like if you aggravate me constantly, byeeeeeeee",0.562
"Candace &amp; her pout are getting right on my tits #GBBO",0.562
"Time wounds all heels.\\n\\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016",0.438
"When someone rudely says all women should have long hair and your inner feminist tries not to rage",0.604
"Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka'",0.625
"@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage",0.646
"These #NewEnglandPatriots jerseys look like some whack ones that you tried to make when you made custom jerseys on #madden  04",0.271
"srry my feelings offend u \xf0\x9f\xa4\x97",0.354
"@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph",0.229
"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.",0.458
"@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge",0.396
