content,sentiment_value
"We fear not the truth, even if it be gloomy, but its counterfeit.-\xc2\xa0Berl Katznelson",0.5
"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE \xe2\x80\x94 Where there's hate, let me sow love \xe2\x80\x94 Where there's injury, pardon \xe2\x80\x94 Where there's despair, hope",0.427
"@DefiantSagacity \xe2\x80\x94 Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to \xe2\x80\x94",0.306
"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.",0.5
"It's way too hard not to get discouraged.",0.667
"Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston",0.417
"I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..",0.188
"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",0.542
"I feel like I am drowning. #depression #anxiety #falure #worthless",1.0
"Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!",0.25
"@WestermannNina xDD it's a song that can not be weary (?)",0.542
"SOBRIETY\xc2\xae   trying to make being sober fashionable\xe2\x80\xa6.can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober",0.333
"BLUES with BOB HADDRELL &amp; Guests\\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells",0.25
"@RonBaker6694 I got a super speeder and lost my license for 6 months! \xf0\x9f\x98\xa9\xf0\x9f\x94\xab",0.583
"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends \xf0\x9f\x98\x8e\xf0\x9f\x8e\xb8",0.125
"Snores on TL. Boredom sunk in.",0.333
"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",0.495
"Been sober for days lmao",0.292
"@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\\n@BanoBee @AK_Forty7",0.396
"@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!",0.438
"Sigh. I got a B- .. #depressing",0.854
"sorry Main twitter im in depress",0.833
"@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!",0.292
"A Leopard never changes its spots! #lost",0.396
"@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--",0.542
"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",0.708
"Don't depress yourself by comparing yourself. No comparisons.",0.438
"@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS",0.542
"This shit hurting my heart \xf0\x9f\x98\xaa that's how serious it is .",0.875
"#ThankYouCGI - Do not grow weary in doing good. #CGI2016",0.375
"@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad",0.625
"nooooo. Poor Blue Bell! not again. ",0.604
"Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness",0.729
"Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs",0.521
"I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\\nHopefully I'll feel better tomorrow.\\nBut I doubt it. #pessimism",0.646
"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! \xf0\x9f\x8e\x89\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x92\x99 #HotForMeTour",0.292
"@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?",0.208
"No one wants to win the wild card because you have to play the Cubs on the road. ",0.25
"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",0.688
"@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.",0.342
"Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.",0.812
"Way to get a hold of her \xf0\x9f\x98\x8a #depressing",0.54
"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'",0.396
"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",0.438
"@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.",0.271
"A pessimist is someone who, when opportunity knocks, complains about the noise.",0.396
"@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing",0.667
"@MissFushiGaming I hashtag things and the kids always tell me to stop \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad #sadness",0.625
"Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged \xf0\x9f\x98\xaa",0.812
"i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main",0.461
"Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq",0.333
"@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!",0.458
"I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.",0.583
"@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-)",0.229
"@makai_kishi_ Her eyes stayed glued to the monitor, not turning away for anything",0.271
"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. \xe2\x80\x95 W. Somerset Maughm",0.531
"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",0.875
"Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost",0.75
"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",0.46
"and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'",0.438
"Condolences to the  JC and the Georges family.. ",0.708
"Penny dreadful 3 temporada",0.438
"aaahhhh! a little @OtisRedding to soothe the soul. #music #blues",0.197
"everything in the dream stayed there",0.271
"Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.",0.458
"for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for",0.562
"And with rich Fumes his sullen sences cheer'd.",0.342
"It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld",0.618
"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger \xf0\x9f\x98\xa9\xf0\x9f\x98\x82",0.333
"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",0.917
"Alt-J - Hunger of the pine.",0.235
"Finally watched #hungergamesmockingjay2 this morning, sadly I feel a little disappointed #toomuchhype",0.509
"so lost i'm faded",0.729
"@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness",0.708
"can it stay gloomy but get cold pls",0.6
"@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious",0.417
"Depression sucks! ",0.875
"@SizweM01 and it's kinda depressing hey!!! \xf0\x9f\x98\x91",0.667
"I got a short fuse when im sober.",0.312
"Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much \xf0\x9f\x98\xa9 #spinning #sulk",0.646
"I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression",0.667
"@harowe this sad truth!",0.5
"@JBoughton93 he might donate the money but it won't stop shit, pessimist",0.542
"@Christy_RTR @doge_e_fresh I'm despondent",0.806
"@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. \xf0\x9f\x90\xae\xf0\x9f\x90\xb7",0.396
"@AmontanaW I nearly dropped my phone into the sink HAHAHAHA",0.271
"People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day",0.833
"Got a #serious #hyper #predator #heckler situation over here",0.479
"Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.",0.5
"@teenageic0n_ you'll be pleased to know my family are blues",0.333
"one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.",0.729
"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",0.417
"Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost",0.417
"@rosalilium I'm wearing all black tomorrow to mourn. \xf0\x9f\x98\xad\xf0\x9f\x92\x94",0.917
"\xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression",0.75
"its so unfortunate that after all these years im still struggling with depression smh",0.833
"It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200",0.771
"@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy",0.542
"@groovydadad @MHChat \xf0\x9f\x99\x82ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",0.583
"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",0.312
"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",0.708
"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",0.625
"Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss",0.562
"@BonesARP 'That is a disappointment.'\\n\\nHe fakes a pout, then starts to chuckle.",0.438
"I'm getting use to not having a phone it's sad ..",0.68
"@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ",0.397
"@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol",0.604
"@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!",0.467
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",0.216
"Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed \xf0\x9f\x8c\xb9\xf0\x9f\x8d\x81\xf0\x9f\x8c\x93\xe2\x98\xaf\xef\xb8\x8f #theBeautyofBalance",0.167
"@10carley what a sulky pants!",0.396
"Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO",0.562
"Stars, when you shine,\\nYou know how I feel.\\nScent of the pine, \\nYou know how I feel.\\nFreedom is mine,\\nI know how I feel.\\nI'm feelin' good.",0.292
"I want to pour all my tears on someone right now. So tired of this #upset ",0.938
"Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.",0.354
"@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues",0.188
"Im really constipated. This is depressing",0.812
"Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues",0.167
"I keep feeling the heaviness on my left hand and look down and I am in awe every single time \xf0\x9f\x98\x8d\xf0\x9f\x92\x8d #notusedtoit #imafianc\xc3\xa9e #wut",0.208
"Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;",0.688
"@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly",0.625
"@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !",0.312
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",0.562
"Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems",0.604
"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.",0.354
"@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job",0.312
"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",0.5
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",0.833
"@kimdelacreme_ @Srgohdatzme305  I'm there... let me know #sober",0.312
"@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party",0.792
"@Magrove86Mark @clareftballnews jersey gloves?  #dark",0.229
"ima kitchen sink",0.333
"@LazyBoiSam blues... blues? \xf0\x9f\xa4\x94",0.438
"Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.",0.562
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",0.667
"Why does Candice constantly pout #GBBO \xf0\x9f\x92\x84\xf0\x9f\x98\x92",0.396
"@TMobileHelp my service is down in Cleveland, OH. What's going on? #unhappy",0.854
"When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure",0.438
"BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.",0.542
"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",0.542
"Smokeys dad is sad :/",0.689
"@AnjiDunlap droop in leggings? Are they wearing XXXL?",0.292
"@emorottie true sonicsatam was serious and a bit dark. Aosth is like super goofy and Looney toonie to a degree",0.271
"are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say",0.562
"@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark",0.458
"When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment",0.271
"@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley",0.354
"Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops \xf0\x9f\x91\x8e\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb\xf0\x9f\x8d\x82\xf0\x9f\x8d\x81",0.771
"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",0.259
"@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!",0.583
"@John_Hanna he has become so dreary, also, yes...",0.438
"I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. ",0.604
"All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness",0.646
"@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ",0.464
"@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump",0.646
"Never switched up, stayed down this the same person since day one.",0.347
"@cburt43 turn that frown upside down",0.27
"What's the worst affliction that you or someone you know ever convinced yourself you had?",0.458
"Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy",0.625
"NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull",0.417
"Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess",0.333
"Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry",0.562
"Candice's pout is gonna take someone eye out mate! #GBBO",0.312
"Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite",0.758
"Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK",0.438
"This world has some serious issues we should all go to therapy",0.75
"@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk",0.771
"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",0.396
"Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC",0.636
"History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final",0.458
"@Ashleyavitia_ don't leave me ",0.583
"@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!",0.604
"@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype",0.438
"@faye_catherine happy anger sad melancholy confusion #woodspurge",0.729
"@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ",0.188
"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",0.542
"@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag",0.542
"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",0.562
"Marcus Roho is dreadful",0.521
"eun: im really unhappy with this and i dont like her like that pls dont\\n\\nyall: okay but SHE loves HIM",0.604
"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",0.479
"@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany ",0.375
"RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase",0.521
"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",0.542
"HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!",0.396
"Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.",0.715
"Been a while since I been sober. This life can be so hard",0.729
"Oh goodness I'm loving this rainy  day. It's a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day \xf0\x9f\x92\xad \xe2\x98\xba\xef\xb8\x8f #art #create #biz",0.25
"What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever",0.604
"@RyhenMessedUp goodbye despair",0.5
"Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow",0.542
"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",0.333
"@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad \xf0\x9f\x98\x82",0.521
"@Bietron \xf0\x9f\xa4\x93 dont be sad.. btw good night davina..go sleep larh..",0.333
"Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...",0.521
"Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 #dark",0.312
". @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices",0.729
"So you're unhappy?",0.479
"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",0.667
"@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ",0.521
"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84 FML",0.583
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",0.375
"For those of you who I have footage of but didn\xe2\x80\x99t make it into this mix\xe2\x80\x94don\xe2\x80\x99t get discouraged! I ran out of room on the beat this week.",0.312
"@typicalmoony Yes Lia!! Join the dark side!!",0.25
"HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri",0.46
"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",0.562
"@marisa_enbot Being with you makes me somewhat gloomy.",0.8
"if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side",0.604
"@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!",0.604
"We are about a little over an hour away! We will arrive soon, do not fret!",0.125
"@kimdelacreme_ @Srgohdatzme305  I'm there... let me know ",0.292
"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!",0.24
"@Jay_2752 thank you, I shall mourn her",0.667
"#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb",0.521
"@Mattwinton1 Your foot is frowning.",0.229
"i miss the guy who always make me sulk",0.604
"@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves",0.438
"So now... yeah. I'm home again.\\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.",0.521
"@andreamitchell said @berniesanders not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??",0.396
"ordered my vacation bathing suits. one less thing to fret about.",0.312
"@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! \xf0\x9f\x98\x8d",0.125
"Nutella is pine green forget me nots are ivory frozen is god",0.125
"Maybe I can sleep with my chem book on my head and it will all sink in my brain",0.438
"My producer is mixing and mastering the songs now for #murky #notebook #mixtape\\nThe tape will be out soon for free download \xf0\x9f\x94\xa5\xf0\x9f\x8e\xb6\xf0\x9f\x92\xa8\xf0\x9f\x92\xaf",0.229
"@KhaleesiofFood @BB_Updates she has stayed off the block almost all season, got out people that were good for her game, but no one seemed",0.333
"@talkRobyn oh dear I have to watch this the woman with the pout did well",0.438
"I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :')",0.667
"\xe2\x80\x9cOptimism may sometimes be delusional, but pessimism is always delusional.\xe2\x80\x9d \xe2\x80\x94Alan Cohen #believe",0.271
"God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness",0.854
"@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear \xf0\x9f\x98\x98",0.458
"Do not grow weary in doing good.'\\n\\n-@billclinton",0.325
"in health we did a think about depression and now i feel like i have it",0.75
"Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad",0.75
"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",0.613
"We lost",0.583
"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues",0.438
"My cell won't hold a charge \xf0\x9f\x98\xa2 #sadness So should I...",0.604
"@megalvz literally was gloomy for an hour",0.729
"@NianticLabs .... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9.",0.292
"@SussexMistress @sarahb45 @MsEvilyne @MissJessicaWood I'd be perched on that, unfortunately wrapped in heavy chains! #sink...",0.458
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",0.729
"@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric",0.417
"@phil500 \\nSo sadden \\nSpunky a beautiful dog\\nA sad story a lovely happy\\nAn loved dog \\nPlay little one have fun you\\nare so loved",0.452
"What I would give\\nTo feel the sunlight on my face\\nWhat I would give\\nTo be lost in your embrace \xf0\x9f\x8e\xa7\\n\\n#Fallen",0.562
"Don't get #weary in well doing.\\n#Faith #God #prayer",0.208
"Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU",0.779
"i really want to read this fic i found but it's #serious and this room is full of #memes",0.292
"Feels like I lost my best friend #lost #fml #missingyou",0.833
"@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.",0.74
"Should've stayed at school cause ain't nobody here",0.417
"@hannah_2401 hannah stop being mournful and chill \xf0\x9f\x92\x81",0.188
"Take heart amid the deepening gloom that your dog is finally getting enough cheese. \xe2\x80\x95 National Lampoon, 'Deteriorada'",0.521
"We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!",0.521
"Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.",0.42
"@Hannahcolleen06 I have 12 &amp; that's the only one I didn't like \xf0\x9f\x98\x82 mine comes out patchy. It's the only dark color by her I have tho.",0.312
"Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC",0.604
"I can literally eat creamy pesto pasta topped with grilled chicken, sun dried tomatoes, asparagus and pine nuts every single day of my life",0.083
"*wants body to look a certain way*\\n*eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*",0.375
"@superbatlane it's true also that he doesn't escape until almost all the car sunk",0.312
"One point: DSP claims YTers lost half their viewership in 2012 if they weren't using direct capture. That's when the search changes happened",0.271
"Blessed are those who mourn, for they will be comforted \\n                                              Mt 5:4",0.312
"aaahhhh! a little @OtisRedding to soothe the soul. #music ",0.25
"@SiWheeler78 never a dull moment, hope you had a gd trip down",0.167
"\xe2\x80\x9cDo not fret if you are not cool! Humans who follow me, become instantly cool!\xe2\x80\x9d #Bot",0.271
"Let the #MrRobot binge begin. #nerdshow #compelling #dark",0.229
"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",0.292
"Honestly depression is kicking my ass lately.. \xf0\x9f\x98\x94",0.896
"Isaiah 40:31\\nthose who trust in the Lord will find new strength.\\nThey will soar high on wings like eagles.\\nThey will run and not grow weary.",0.214
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",0.583
"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go.",0.229
"@dlrwills turn that frown upside down buddy \xf0\x9f\x99\x83.",0.292
"Has September been dull? Get #SuperSeptember from Jumia Food as a new user. Order from The Place, Barcelos or Shawarma &amp; Co for 30% off",0.292
"#FF \\n\\n@The_Family_X \\n\\n#soul #blues &amp; #rock #band\\n\\n#music from the #heart\\n\\nWith soul &amp; #passion \\n\\nXx \xf0\x9f\x8e\xb6 xX",0.25
"How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc",0.604
"@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile",0.375
"I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn",0.754
"Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober",0.455
"Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown",0.333
"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",0.333
"Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst",0.354
"@ChristianJMay @CityAM \\nConfidence held up... despite constant and continual doom and gloom",0.646
"I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life",0.917
"#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober",0.292
"Let's get drunk and tell each other things we're afraid to say when we're sober.",0.303
"Some #people already talks about #Halloween \\nYou'll get some #dark #music to go with it\\n#gothic #bloody #HalloweenHorrorNights",0.333
"Well, I had hopes for today. No go. #unhappy",0.75
"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",0.792
"Fellaini has been playing ahead of this guy...just let that sink in",0.375
"@gurrie_j thanks for making me super sad about Pizza.  #freepizza",0.521
"A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \\n\xe2\x80\x95 Winston S. Churchill #quote",0.238
"But what will complaining, pessimism, regret, and anger get you?",0.521
