content,sentiment_value
"I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible",0.562
"First day of fall quarter tomorrow.  \xf0\x9f\x98\xb0  #excited #anxious #blargh",0.562
"Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue",0.433
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",0.354
"T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp",0.271
"Why are all of these people leaving Blizzard??? D: It's giving me a frighten!",0.771
"@isthismike_p that nigga is horrible bro",0.396
"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",0.75
"Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous \xf0\x9f\x98\xb3",0.792
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless",0.271
"@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...",0.646
"@laura221b I don't think I've ever moved so fast in a panic in all my life \xf0\x9f\x98\x82 Gave me such a fright \xf0\x9f\x98\x93",0.938
"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",0.479
"don't worry mary berry, my banter is as dry as old boots x",0.333
"@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.",0.458
"@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -",0.333
"How had Matty Dawson not scored there!!!!! #terrible",0.375
"It's not #dread. It's called #Locks",0.34
"@TheOneSoleShoe You're doing a terrible job exemplifying the values you espouse. Yesterday you lamented losing a generation of voters...",0.562
"@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! ",0.246
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",0.458
"@Amphabio don't kill it bees are dying at an alarming rate",0.583
"@AskLloydsBank #worst exec complaints ever #horrific customer journey",0.458
"@1johndes ball watching &amp; Rojo'd header was equally dreadful!!",0.475
"@therealkers awe I miss your sweet smile! Come visit me and @ciara_wilson26 sometime when we're not all working\xf0\x9f\x98\x85\xf0\x9f\x98\xa9",0.25
"Last night my stomach was hurting and today I have a horrible headache. I can never win",0.729
"I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer vacation",0.56
"How can America be so openly embracing racism. ",0.604
"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage",0.705
"im literally shaking bc im nervous and bc its fucking cold oh how i love life",0.833
"@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ",0.26
"@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap",0.294
"I know this is going to be one of those nights where it takes an Act of God to fall asleep. ",0.771
"anxiety level- 100",0.905
"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",0.729
"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",0.25
"Losing to Villa...'@M0tivati0nQuote: Most of the things people worry about are things that won't even matter to them a few months from now.'",0.311
"That's fucking horrific defending from Schalke",0.562
"@SkySportsRL i would just get some decent referees ",0.192
"Plus why did I have a baby 4 days before Christmas this is gonna haunt me forever!!!",0.625
"The Apocalypse has hit our gym and it's  nothing what I thought it would be...\\n\\nEveryone is wearing vests! What if it's contagious? #afraid",0.812
"If you ain't shaking no ass, don't ask me for my liquor. Rule #1..",0.292
"@GMModular @goldmedalindia  horrible experience with a company like this #goldmedal #horrible sales person #wrong commitments#wrongproduct",0.542
"When you arrive at the office the day before your first ever festival and the Internet is down ",0.583
"@devenmiddleton i'm totally loving it, it just makes me sad when people feel super awful cuz they aren't abroad like life is still goin",0.542
"Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9",0.5
"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",0.25
"I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose",0.271
"@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful",0.458
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",0.583
"Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe ",0.292
"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote",0.292
"That moment of #panic when your zipper gets stuck when you're in the #bathroom and you realize the only way out of your jeans is #scissors",0.854
"sure, ohio state is terrible, ohio is awful, etc, etc\\n\\nthese feelings began with the toldeo war \\n\\nso, maybe don't campaign there?",0.5
"Why does having anxiety drain some much of your energy  #sotired #needtosleepforhours",0.667
"@leeuwlion 'The furries are restless tonight'.",0.438
"@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless",0.62
"#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis",0.509
"@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout",0.333
"@torreBe Te gusta American horror story y The walking dead?",0.396
"@BigBossPeltonen \\nLikewise #death #cutting #despair",0.833
"#terror test ................",0.667
"I'm sorry but since when is an #indiegames #DLC worth nearly \xc2\xa3130 that's just plain lunacy when the game itself is \xc2\xa320odd, #astounded \xf0\x9f\x98\xb1",0.479
"That defending was awful from us!",0.375
"@FaithHill I remember it well #happy #afraid #Positive",0.167
"After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance.",0.28
"@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does",0.521
"Searching for someone to date \xe2\x80\x95 on Tinder, at a bar, through friends \xe2\x80\x95 can feel like an absurd nightmare. Or, at least, a series of",0.521
"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is ",0.266
"Don't faint. New Cisco IOS vulnerabilities were announced yet again. What would be shocking? If they\xe2\x80\x99re patched this week by users.",0.583
"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",0.417
"@loismackey_ @Dory nah way that's horrible",0.562
"@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople",0.646
"@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money",0.521
"Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch",0.45
"@sphiwememela...its bad.I am fearing for my life\xf0\x9f\x99\x8f",0.896
"So not pumped for this interview #nervous",0.792
"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",0.688
"Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory",0.271
"Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. @outsideonline #write #thoreau",0.146
"@BuzzFeedAndrew @MattMurph24 start a countdown clock to reporting that pompous bully &amp; liar christie is asking president HRC for a pardon",0.479
"induction day tomorrow for pizza express ",0.275
"@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ",0.458
"it's horrible cos no one can relate,  everyone is happy and dandy in one way or another",0.542
"How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc",0.458
"@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again. #epic  #ineedtherapy",0.5
"@Curculiunculus @System1Politics Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.",0.521
"I have serious separation anxiety \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x92\x94",0.833
"okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself",0.562
"@Cassena13 I know if I wasn't an optimist I would despair.",0.5
"I don't want speak front to him #afraid #intimidate #nopanicattack",0.875
"I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.",0.375
"@lhbrown1990 @Jimcummingsacme I'm afraid to look!",0.875
"@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst",0.688
"@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.",0.362
"@TenPercent @emmajtracey @MetroUK not at all surprised unf, getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic",0.521
"@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare",0.75
"#PeopleLikeMeBecause of some unknown reason but I try to discourage it",0.417
"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",0.667
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",0.88
"#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL #rape",0.854
"@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 ",0.562
"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",0.438
"10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme",0.667
"@theurbanologist the tunnels! I shudder to think of the grimy tweets...",0.625
"MSM stoking #fear. Please remember the beautiful prayerful protests in Dallas and Atlanta. Smile at a stranger. We make each other strong.",0.562
"What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle",0.292
"@NGilbert92 @_c0urtknee_ haha it's me, shocking I know \xf0\x9f\x98\x82 you'll hear me moan I'm too cold in winter \xe2\x9b\x84\xef\xb8\x8f",0.396
"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films! ",0.25
"About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography #horror",0.396
"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking",0.5
"@KimPiggie @kristasaidthis oh every people can make tipo. It is terrible bullying them about that. It's trvial and very sad.\xf0\x9f\x98\x94",0.673
"Jeans with fake pockets #horrible",0.354
"I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.",0.82
"and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare",0.686
"When your body says FUCK YOU BITCH, You ain't sleeping\\n#sleep #cantsleep #drained #restless",0.625
"We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe",0.667
"Jeans with fake pockets ",0.125
"#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL",0.417
"\xe2\x80\x9cThe #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.\xe2\x80\x9d   \\n  \xe2\x80\x95#Stanley #Coren",0.604
"omg i just heard my dads alarm go off have i really been up all this time",0.479
"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy",0.271
"This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW!",0.537
"Just #terrible from the cats there. Wow. #AFLCatsSwans",0.458
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",0.458
"Fear blocks blessings, faith unlocks them. #ManUp  #faith",0.229
"Happy Birthday to my favorite author, @StephenKing #horror #writer #author",0.312
"i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd",0.811
"Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! ",0.604
"Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !!  #longingformore",0.354
"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so",0.25
"@metrotrains why is there no disabled access at pontefract monkhill? #terrible",0.458
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",0.271
"a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain",0.521
"honestly all my friends do bnc i mean it and i am feeling #terrible hahaha",0.438
"I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!",0.72
"@alyssaxbeauty nightmare before Christmas",0.42
"The only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone",0.479
"The focal points of war lie in #terrorism and the #UN needs to address #violentextremism",0.75
"#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the ",0.438
"@Netflix_ME penny dreadful season 3?",0.3
"happiness is... not having to set the alarm clock for the next day",0.208
"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",0.896
"@NativeApprops @SBShear @HuffingtonPost Shew. That was ",0.188
"When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking",0.542
"&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(",0.693
"Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry",0.396
"@joeyskawaii i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety.",0.521
"Thanks for ripping me off again #Luthansa \xe2\x82\xac400 not enough for a one way flight to man from Frk then \xe2\x82\xac30 for a bag then free at gate ",0.375
"3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited",0.479
"I'm such a shy girl\xf0\x9f\x99\x84",0.583
"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS",0.214
"even walking around with my family members who carry guns makes me nervous and theyre my family....",0.792
"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",0.396
"The 2008 crisis was just the tremor In advance of the earthquake'",0.604
"a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +",0.646
"Good Morning!!!\\n\\n#leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech #fear",0.417
"@erickogi @citizentvkenya @OfficialJMbugua but at what price. The near misses are too many, am afraid it may translate into something else",0.604
"@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall",0.655
"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",0.825
"So is texting a guy 'I'm ready for sex now' considered flirting?' ",0.167
"@camilluddington the fact that YOURE nervous makes me want to crawl in a hole",0.812
"@maddie_truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet",0.426
"@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact #shocking",0.542
"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. ",0.542
"Let's refuse to live in #fear - #sotoventures",0.354
"@SherriEShepherd because #whitepeople are #afraid of large #blackmen?",0.646
"@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted",0.729
"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ",0.25
"Ffs dreadful defending",0.479
"#NawazSharif says India poses unacceptable conditions to dialogue.#India's only condition is an end to #terrorism. :@MEAIndia",0.68
"So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking",0.431
"Rear garden alarm activated  at Telford house at 106.4.",0.5
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",0.5
"@chutneysupercat hi lovely brownie, MM is calling me tuppytupperware.. its awful",0.44
"In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol",0.188
"I realized that it is not #death that I #fear but it is the act of dying. \\n#life",0.771
"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic.",0.4
"Projection is perception. See it in someone else? You also at some level have that within you. #anger ",0.34
"@sandahlcarrie Your comments concern us, Carrie. Please DM your record locator and details.",0.438
"If you follow #Trump, a certified #bully there is no question you or your children may go to #War vs consumate #Diplomat @HillaryClinton",0.523
"I wish harry would start tweeting people again",0.195
"Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking \xf0\x9f\x98\xae\xf0\x9f\x91\x8e",0.625
"Goodbye everyone, tremendous #LTHEchat tonight",0.188
"Romero is fucking dreadful like seriously my 11 month old is better than him.",0.458
"Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball",0.619
"Ever been really lonely and your phone keeps blowing up, but you just can\xe2\x80\x99t pick it up and respond to people?  #recluse #issues",0.74
"@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness #terrible",0.542
"Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart",0.438
"When your friends want to go out drinking but you know you gonna have to say no because social #anxiety runs your life",0.8
"First day of college feeling nervous",0.865
"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",0.354
"You make me breathless.",0.312
"Somewhere I rd a rpt tht Pakis wr afraid of TSD &amp; asked it 2 shut dn. Congis obliged &amp; exposed it,hounded them.time to revive. #BadlaofUri",0.5
"On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner #terrible",0.318
"Staff on @ryainair FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair @STN_Airport #Compensation ",0.312
"I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit \xf0\x9f\x98\xad",0.708
"Even after @O2 ref the \xc2\xa35k fraud, they still treat me like dirt. No returned calls or apology #shocking #customerservice @mse @resolvercouk",0.562
"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan ",0.356
"@asda if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't ",0.408
"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment #shocking",0.5
"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay ",0.375
"Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ...",0.104
"I don't get how people can leave their phone on don't disturb all day...does your mom not threaten you when you don't respond within seconds",0.521
"Might start stanning Lady Gaga again - more so than last time - but shhh don't tell Connor",0.105
"@pronounced_ing However I am pretty sure my over excitement did not help your bullet journal fright. \xf0\x9f\x99\x83",0.5
"@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism",0.604
"@JordanChariton If that doesn't out Dem's in panic mode then I don't know what will...",0.562
"@Cernovich It's like the horror movie The Hills Have Eyes...",0.521
"@bothsocial Thanks for the follow! Hope you\xe2\x80\x99re having a terrific day!",0.108
"second episode of AHS 6 here i go ",0.292
"#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.",0.66
"@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.",0.375
"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",0.5
"me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley",0.58
"@safety @Support \\nHi \xf0\x9f\x8c\xb7\\nWhy do you always suspend ISIS hunters\\n \\n\xf0\x9f\x91\x89@snafy2019\\n\\nKindly please reinstate our members\\n*He fights terrorism d/n",0.438
"the day they disclosed they caught her googling cholroform we were fucking aghast",0.632
"@TimesNow indian army crossed loc into pok to bust terror camp on 20th Sept night?",0.708
"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",0.604
"@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible",0.312
"@TJ_FASHO lmao clown my own hair I'm going to dread lmao",0.375
"This has #turned out #better then I expected admitting you tried to #intimidate \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #cantstoplaughing I really can't and it's in #spokeword",0.333
"#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm",0.169
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",0.396
"If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio \xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88 #Mwahaha",0.312
"@EASPORTSFIFA EA sports technical support team really suprised me \xf0\x9f\x98\x8a SUPRISED ME AT HOW SHIT THEY WERE ",0.208
"@LanaDelRey @Ocelottacash tfw ur fans panic cuz they think u cut ur hair",0.521
"Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. ",0.705
"@asda if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't #awful",0.528
"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare",0.396
"Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams",0.542
"STAY JADED everyone is ",0.3
"#ADHD &amp; #anxiety are #IRRELEVANT\\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \\n#mentalhealth aside\\n#CantPay",0.708
"@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they\xe2\x80\x99re fighting against.",0.458
"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. ",0.75
"@jdwmaguire 'They will be a formidable challenge' Roy Hodgson on Northampton Town *shudders*",0.452
"If her legs aren't shaking, you're not doing it right.",0.375
"Watching It Follows.  This is a super freaky movie.  #horror #scary",0.688
"@jk_rowling @Riverfeather207 Donald Trump in the White House #shudder",0.827
"@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! ",0.479
"We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\\n\\n#LifeisBeautiful #LiveWithPurpose",0.396
"@OddNMacabre One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? \xf0\x9f\x8e\xa9",0.438
"Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting",0.5
"I'm literally never home and my parents threaten to charge rent if I don't start cleaning the house everyday. OK.",0.458
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",0.646
"My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;",0.833
"@cazzrhughes its reflective of the current political debate ",0.325
"I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree",0.479
"@JonnyDunn93 and Gerrard was awful then",0.458
"@amychozick @jswatz Not a word about terrorism.",0.396
"my husband lost \xc2\xa3800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care #nightmare #airbnbnightmare",0.708
"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",0.354
"@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous",0.52
"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",0.396
"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea ",0.542
"So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points #shocking",0.479
"Beginning the process to see if working is an option. #mentalhealth #complexptsd ",0.667
"Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation",0.229
"If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees ",0.354
"If I could turn anxiety off--I would. #nooneunderstands ",0.812
"#Debates2016 #AskTrumponeQuestion why do you #bully and # insult #people so much more than any other candidate in history? Not leadership",0.604
"My mind always seems to work its best at night #restless",0.417
"SO many great pics from the show in Tokyo\xf0\x9f\x98\x8d I like all his outfits now except the lace one w those horrible pants....\xf0\x9f\x92\x81",0.292
"#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India",0.59
"Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide ",0.521
"That rocky horror remake looks a bit w a n k",0.229
"I look #horrible today and I just saw 6 people ik in the past 10 min :-)",0.52
"@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.",0.146
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",0.333
"Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life \xf0\x9f\x99\x84 ",0.625
"@jkriv You're most welcome. Please check with us anytime you have a question or concern.",0.167
"Absolutely shocking. The decline of Rooney is a little embarrassing really!",0.542
"Retweeted Dr. Rand Paul (@RandPaul):\\n\\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.",0.667
"A nation with a large part of the population living in #fear  of the police is neither #great nor #free  - it's actually a #fascist  nation",0.75
"By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA",0.72
"Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .'",0.646
"Nothing worse than an uber driver that can't drive. #awful",0.688
"@BenjySarlin @MargieOmero @MonmouthPoll not to worry, he'll flip Wisconsin",0.246
"339:709 A local habitation and a name.\\nSuch tricks hath strong imagination,\\nThat, if it would but apprehend some joy,\\n#AMNDBots",0.396
"Not sure that men can handle a woman that's got her crap together. #intimidation #independent",0.396
"Rollover car crash on warren st, traffic is horrid #Boston",0.583
"I'm just always too shy",0.625
"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest",0.708
"India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \\n\\n..........shameless pakistan",0.458
"Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!",0.188
"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",0.562
"I'm such a shy person oh my lord",0.833
"you make my heart shake, bend and break.'",0.473
"I get so much PUSSY\\nP - panic attacks \\nU - uncontrollable anxiety \\nS - suicidal fantasies \\nS - sadness \\nY - yearning for death",0.896
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",0.667
"#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax",0.438
"Sickness bug! #awful",0.583
"How I Murdered Your Mother #SpookyTv #horror",0.625
"@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted",0.521
"I wish you stayed in Da Gump I'll make you panic like the last rapper",0.402
"@AttentiAlGatto LOL! Why would it scare me? It doesn't make any sense at all but it doesn't scare me! {chuckles}",0.292
"okay false alarm it's working again",0.208
"Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry",0.542
